1, 1.023454157782517
1.222745982443796, 1.279317697228148
1.4851190910414331, 1.5778251599147133
1.8159234020214943, 1.8763326226012786
2.2204130442474526, 2.3027718550106613
2.6968625122110295, 2.8144989339019197
3.2755470558110438, 3.368869936034116
4.005162002798561, 4.051172707889126
4.897295747958488, 4.861407249466954
5.988148700655326, 5.799573560767595
7.321984766002338, 6.823027718550108
8.952927456144035, 7.974413646055435
10.87401936030461, 9.168443496801707
13.296163485828524, 10.405117270788914
14.901050447023701, 11.087420042643924
16.811970982166393, 11.812366737739872
19.614462846190282, 12.622601279317697
22.428518227710093, 13.26226012793177
26.69881549846241, 14.115138592750535
33.53305114475825, 15.053304904051172
42.97221826370952, 15.906183368869938
55.068402053015866, 16.673773987206822
71.52199046677357, 17.44136460554371
92.27105838854273, 18.16631130063966
119.03958713365392, 18.976545842217483
153.5738676073356, 19.78678038379531
198.12680285420524, 20.639658848614072
253.89721261534297, 21.36460554371002
288.3838184192757, 21.66311300639659
