yPlus,uv_radial
0,1.00098949023758
1.07846410684474,0.999948880794396
2.15692821368947,0.997943215802155
3.23539232053421,0.997953148104184
4.31385642737894,1.00418801351432
5.39232053422372,1.02014872574276
6.47078464106845,1.04451076194798
7.54924874791319,1.07405741307913
8.62771285475792,1.10585439872663
9.70617696160266,1.13807415909649
10.7846410684474,1.16967890471697
11.8631051752921,1.20065557554368
12.9415692821369,1.2306750307827
14.0200333889816,1.25973811440708
15.0984974958264,1.28796367967787
16.1769616026711,1.31525870597713
17.2554257095158,1.34190377579195
18.3338898163606,1.36786042173525
19.4123539232053,1.39299935921419
20.4908180300501,1.41761151288964
21.5692821368948,1.44174746429486
22.6477462437395,1.46525183016525
23.7262103505843,1.48825361308749
24.804674457429,1.51095259765994
25.8831385642738,1.53319599471266
26.9616026711185,1.55496932724239
28.0400667779632,1.57658627385294
29.118530884808,1.59777046999319
30.1969949916527,1.61862166097009
31.2754590984975,1.63919401446191
32.3539232053422,1.65956513254624
33.432387312187,1.67966512272578
34.5108514190317,1.69953968768647
35.5893155258764,1.71917965128804
36.6677796327212,1.73875430920286
37.7462437395659,1.7580136843703
38.8247078464106,1.77710701416424
39.9031719532554,1.79609092640568
40.9816360601001,1.81491175941835
42.0601001669449,1.83356675405621
43.1385642737896,1.85213886223147
44.2170283806344,1.87060513958438
45.2954924874791,1.88891119447247
46.3739565943238,1.90710756969437
47.4524207011686,1.92518100978489
48.5308848080133,1.9431779721264
49.6093489148581,1.96118339949643
50.6878130217028,1.97901834896986
51.7662771285476,1.9968035456463
52.8447412353923,2.01448375683377
53.923205342237,2.03224757466083
55.0016694490818,2.0498880548128
56.0801335559265,2.06736325986032
57.1585976627712,2.08488960579172
58.237061769616,2.10242876503547
59.3155258764607,2.11984932406825
60.3939899833055,2.13726919371604
61.4724540901502,2.15465140056265
62.5509181969949,2.17199044055091
63.6293823038397,2.18931032975152
64.7078464106844,2.20665992671502
65.7863105175292,2.22399425438375
66.8647746243739,2.24128288632327
67.9432387312187,2.2585567554706
69.0217028380634,2.27597396348667
70.1001669449081,2.29325927852093
71.1786310517529,2.31054947744791
72.2570951585976,2.32785576867592
73.3355592654423,2.34518057411584
74.4140233722871,2.36252219656173
75.4924874791318,2.37993127073039
76.5709515859765,2.39728012483701
77.6494156928213,2.41473617533657
