yPlus,uv_radial
0,NaN
1.07852871935579,1.06905844955411
2.15705743871158,2.1334296105715
3.23558615806737,3.19250739774951
4.31411487742316,4.22336909497755
5.39264359677899,5.18704066887386
6.47117231613478,6.06708006943934
7.54970103549057,6.83078591154014
8.62822975484636,7.50056999107651
9.70675847420215,8.08534182677956
10.7852871935579,8.59735183706683
11.8638159129137,9.05544208263655
12.9423446322695,9.46578635638694
14.0208733516253,9.83714233216165
15.0994020709811,10.1751314909033
16.1779307903369,10.48410165543
17.2564595096927,10.7694131016211
18.3349882290485,11.0334883811664
19.4135169484043,11.2776246773709
20.4920456677601,11.5060852472416
21.5705743871159,11.7208607934078
22.6491031064717,11.921872255522
23.7276318258275,12.111275534563
24.8061605451833,12.291549523944
25.8846892645391,12.4620541475974
26.9632179838949,12.6232065841722
28.0417467032507,12.778394138888
29.1202754226065,12.9264483425315
30.1988041419622,13.0664061744505
31.2773328613181,13.2017552756255
32.3558615806739,13.3318053421061
33.4343903000297,13.4568804485162
34.5129190193854,13.5764875906286
35.5914477387412,13.6925478341898
36.669976458097,13.8046030192901
37.7485051774528,13.9122354939878
38.8270338968086,14.0168895085435
39.9055626161644,14.1182987327336
40.9840913355202,14.2161833604214
42.062620054876,14.3116538621648
43.1411487742318,14.4037044016924
44.2196774935876,14.4937567236732
45.2982062129434,14.5815908142688
46.3767349322992,14.666152856379
47.455263651655,14.7487785521626
48.5337923710108,14.8294737373854
49.6123210903666,14.9084244490848
50.6908498097224,14.9847657939063
51.7693785290782,15.0596775813772
52.847907248434,15.1324962090425
53.9264359677897,15.2044399527698
55.0049646871455,15.2741293613633
56.0834934065013,15.3413212545739
57.1620221258571,15.4090701256625
58.2405508452129,15.4740883199735
59.3190795645687,15.5377289369723
60.3976082839245,15.6006304662538
61.4761370032803,15.6618887705871
62.5546657226361,15.7221946956285
63.6331944419919,15.7816175430259
64.7117231613477,15.8399492531868
65.7902518807035,15.8966943551337
66.8687806000593,15.9520268691657
67.9473093194151,16.0068576674631
69.0258380387709,16.0611937530418
70.1043667581267,16.1146330610197
71.1828954774825,16.1665992169004
72.2614241968383,16.2179276263737
73.3399529161941,16.2683785303639
74.4184816355498,16.31765098075
75.4970103549056,16.3665384693835
76.5755390742614,16.414667508284
77.6540677936172,16.461834800011
78.732596512973,16.508177286016
79.8111252323288,16.5538893323417
80.8896539516846,16.5993592042433
81.9681826710404,16.6434607193199
83.0467113903962,16.6870217578176
84.125240109752,16.7302087670849
85.2037688291078,16.773141257742
86.2822975484636,16.8152884382833
87.3608262678194,16.8566292404285
88.4393549871752,16.8972154984852
89.517883706531,16.93673330561
90.5964124258868,16.9763189709818
91.6749411452426,17.0156631810046
92.7534698645984,17.0541889092894
93.8319985839541,17.0921088381398
94.9105273033099,17.1296954534013
95.9890560226657,17.1671136622035
97.0675847420216,17.2033397573299
98.1461134613773,17.239265801887
99.2246421807331,17.2749608063591
100.303170900089,17.3101792709451
101.381699619445,17.3449299798733
102.460228338801,17.3789007142863
103.538757058156,17.4125026965116
104.617285777512,17.4458937336158
105.695814496868,17.4789705013337
106.774343216224,17.5116781450774
107.852871935579,17.5442698735278
108.931400654935,17.5757490156135
110.009929374291,17.6070436052885
111.088458093647,17.6381805827863
112.166986813003,17.6689241929168
113.245515532358,17.6995778302953
114.324044251714,17.7292216160403
115.40257297107,17.7586510175882
116.481101690426,17.787881649525
117.559630409782,17.8168048431118
118.638159129137,17.8455804091244
119.716687848493,17.8740513416837
120.795216567849,17.9022711777799
121.873745287205,17.9297362010762
122.952274006561,17.9570143732706
124.030802725916,17.9841156214239
125.109331445272,18.0106028806181
126.187860164628,18.0366811895029
127.266388883984,18.0629343871115
128.34491760334,18.089328802797
129.423446322695,18.1147525992173
130.501975042051,18.1401237581031
131.580503761407,18.1645972784086
132.659032480763,18.188978928402
133.737561200119,18.2131259721759
